"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
"43"	"chr11"	61382092	"cg18507032"	0.924454142061728	0.927367203936364	0.921541080187092
"44"	"chr11"	61388864	"cg17271269"	0.882238958355812	0.899180699325688	0.865297217385936
"45"	"chr11"	61395464	"cg09633579"	0.675022720609562	0.681011974045025	0.669033467174099
"46"	"chr11"	61406508	"cg23038520"	0.906259020437202	0.91147321695257	0.901044823921833
"47"	"chr11"	61425222	"cg09147119"	0.867030475262411	0.874169965802317	0.859890984722505
"48"	"chr11"	61434800	"cg18749309"	0.915943394435405	0.918595970759936	0.913290818110873
"49"	"chr11"	61442541	"cg19838087"	0.376200721137883	0.393040682741045	0.359360759534722
"50"	"chr11"	61443052	"cg04339947"	0.781453662636662	0.789611194946696	0.773296130326629
"51"	"chr11"	61443131	"cg25599065"	0.81103996264022	0.820145286281245	0.801934638999194
"52"	"chr11"	61443868	"cg12270275"	0.803343630587432	0.811325959018995	0.795361302155869
"53"	"chr11"	61446832	"cg05395679"	0.165773394198684	0.171101941767063	0.160444846630305
"54"	"chr11"	61447487	"cg05583757"	0.0458150261348368	0.0466704079089574	0.0449596443607162
"55"	"chr11"	61447647	"cg03410903"	0.0376605399998736	0.0382506816417174	0.0370703983580298
"56"	"chr11"	61447834	"cg02917596"	0.0492141430706196	0.0501170141350435	0.0483112720061956
"57"	"chr11"	61447839	"cg05110787"	0.0782348624204793	0.0796352507740827	0.0768344740668759
"58"	"chr11"	61447866	"cg23854966"	0.0447643537834176	0.0455220968569271	0.0440066107099081
"59"	"chr11"	61447938	"cg03949158"	0.0730977931311987	0.0754127705421466	0.0707828157202508
"60"	"chr11"	61448170	"cg12138837"	0.109983695441533	0.114794027944473	0.105173362938593
"61"	"chr11"	61448975	"cg08533095"	0.937081404307453	0.93889695520236	0.935265853412547
"62"	"chr11"	61449737	"cg13205937"	0.899200534654034	0.905046645449983	0.893354423858085
"63"	"chr11"	61449886	"cg06849167"	0.958000426906637	0.959533108347029	0.956467745466246
"64"	"chr11"	61449898	"cg04709703"	0.874888788434479	0.883151270218658	0.866626306650299
"65"	"chr11"	61450294	"cg15866089"	0.821399252971351	0.850616132121629	0.792182373821074
"66"	"chr11"	61450770	"cg20144359"	0.899665488689133	0.903003186062594	0.896327791315672
"67"	"chr11"	61462803	"cg12472022"	0.948635871606307	0.951128430612549	0.946143312600065
"68"	"chr11"	61464876	"cg00515756"	0.935690633963025	0.938111986545315	0.933269281380735
"69"	"chr11"	61467286	"cg07011711"	0.915966757900843	0.918617172368379	0.913316343433306
"70"	"chr11"	61477833	"cg26592208"	0.945137990105139	0.946912907421779	0.943363072788499
"71"	"chr11"	61485853	"cg16105461"	0.792020278537346	0.795839275970421	0.78820128110427
"72"	"chr11"	61486220	"cg15015340"	0.470730245643803	0.478737265060453	0.462723226227154
"73"	"chr11"	61488195	"cg07607813"	0.913505795766526	0.916232021043453	0.910779570489599
"74"	"chr11"	61488235	"cg11466713"	0.939614158220779	0.941804272964913	0.937424043476644
"75"	"chr11"	61488356	"cg18766608"	0.959484546272337	0.961067974256657	0.957901118288016
"76"	"chr11"	61489419	"cg02362292"	0.769029410162401	0.774250052031133	0.763808768293669
"77"	"chr11"	61490404	"cg02088673"	0.669493812053401	0.674999434151488	0.663988189955315
"78"	"chr11"	61507086	"cg10042293"	0.92146145471758	0.924456673907459	0.9184662355277
"79"	"chr11"	61510081	"cg23976388"	0.352847441284308	0.360912485259822	0.344782397308794
"80"	"chr11"	61511042	"cg21314288"	0.929788894762285	0.931966238446616	0.927611551077955
"81"	"chr11"	61511132	"cg25169180"	0.902905699430492	0.921167940130683	0.884643458730301
"82"	"chr11"	61511275	"cg26254678"	0.871536456522666	0.8753394593371	0.867733453708231
"83"	"chr11"	61511574	"cg17058012"	0.942536237496733	0.945365732791717	0.939706742201748
"84"	"chr11"	61511810	"cg10969245"	0.94134838253527	0.942650128222788	0.940046636847753
"85"	"chr11"	61511973	"cg13497525"	0.906764785721997	0.909541738469039	0.903987832974956
"86"	"chr11"	61514925	"cg08376089"	0.92828891666701	0.930894091296863	0.925683742037158
"87"	"chr11"	61515894	"cg14824301"	0.890913535749303	0.896218656081923	0.885608415416683
"88"	"chr11"	61519687	"cg11620409"	0.291458736170391	0.3014468709631	0.281470601377682
"89"	"chr11"	61519778	"cg08368973"	0.398870377935501	0.410341724970663	0.38739903090034
"90"	"chr11"	61519787	"cg15859635"	0.415363850380129	0.419883297207325	0.410844403552934
"91"	"chr11"	61519891	"cg03631331"	0.0382529027813044	0.0390851841466262	0.0374206214159827
"92"	"chr11"	61520084	"cg25018062"	0.0488535840700378	0.0496868092791201	0.0480203588609556
"93"	"chr11"	61520258	"cg18369257"	0.0506117330427063	0.0516801669445176	0.049543299140895
"94"	"chr11"	61520484	"cg16763654"	0.113351299853718	0.115198611989252	0.111503987718183
"95"	"chr11"	61522002	"cg04237003"	0.910676822761734	0.913666038386364	0.907687607137105
"96"	"chr11"	61522178	"cg05373256"	0.927519053704454	0.930399282816178	0.92463882459273
"97"	"chr11"	61522498	"cg22627427"	0.851579411078688	0.856236030544317	0.846922791613058
"98"	"chr11"	61522741	"cg11179625"	0.940435975426716	0.9422606306829	0.938611320170533
"99"	"chr11"	61522765	"cg05881566"	0.942159886872289	0.943373896350458	0.94094587739412
"100"	"chr11"	61522775	"cg11060910"	0.939565998576785	0.940673060765338	0.938458936388233
"101"	"chr11"	61522799	"cg07486017"	0.953475677371461	0.954202039127666	0.952749315615255
"102"	"chr11"	61522807	"cg06137032"	0.951273456954886	0.952348031508297	0.950198882401475
"103"	"chr11"	61523045	"cg01178188"	0.941807561584259	0.943812967388294	0.939802155780224
"104"	"chr11"	61525216	"cg04454571"	0.639464319508219	0.644249889563933	0.634678749452506
"105"	"chr11"	61525251	"cg00595472"	0.861255500653194	0.865688947182998	0.856822054123391
"106"	"chr11"	61525304	"cg15208689"	0.872039831531831	0.877128501460694	0.866951161602968
"107"	"chr11"	61525677	"cg15676405"	0.901940169889624	0.905568262612788	0.898312077166459
"108"	"chr11"	61525711	"cg01825921"	0.910761297022127	0.912432370807549	0.909090223236706
"109"	"chr11"	61525922	"cg22115093"	0.908855901601598	0.911890803511189	0.905820999692007
"110"	"chr11"	61530655	"cg09261816"	0.800918186102608	0.80552576669887	0.796310605506345
"111"	"chr11"	61536955	"cg12690575"	0.828833707861238	0.832546369919197	0.82512104580328
"112"	"chr11"	61537000	"cg06482904"	0.97220019959009	0.972699771355993	0.971700627824186
"113"	"chr11"	61541027	"cg08496523"	0.902322927337118	0.90433977393796	0.900306080736275
"114"	"chr11"	61543928	"cg04074454"	0.878437071725461	0.880962991964104	0.875911151486818
"115"	"chr11"	61544854	"cg02111951"	0.410450339141241	0.423660073258907	0.397240605023575
"116"	"chr11"	61545187	"cg07136108"	0.30523013356614	0.317119521297191	0.293340745835088
"117"	"chr11"	61545348	"cg24731731"	0.609986378127146	0.626622286313695	0.593350469940597
"118"	"chr11"	61546637	"cg18171955"	0.940085010254529	0.942044261875402	0.938125758633656
"119"	"chr11"	61548003	"cg19617373"	0.77736907975201	0.783481584148252	0.771256575355767
"120"	"chr11"	61555930	"cg14981432"	0.523258773146695	0.536654062506152	0.509863483787237
"121"	"chr11"	61556984	"cg10669451"	0.943741443050039	0.94556399716074	0.941918888939337
"122"	"chr11"	61559441	"cg02858164"	0.227522057336516	0.233700067952111	0.221344046720921
"123"	"chr11"	61559570	"cg25385684"	0.0571221620772455	0.0582474109465415	0.0559969132079495
"124"	"chr11"	61559647	"cg15497734"	0.058295690165838	0.0594439651601305	0.0571474151715455
"125"	"chr11"	61559732	"cg14189245"	0.0297469235514106	0.0304331071574423	0.0290607399453789
"126"	"chr11"	61559821	"cg14086033"	0.0399880729244361	0.041002384748399	0.0389737611004733
"127"	"chr11"	61559962	"cg19038968"	0.0316723770375099	0.0323434389152	0.0310013151598198
"128"	"chr11"	61559964	"cg23960684"	0.0372504476793971	0.0377766594987059	0.0367242358600882
"129"	"chr11"	61559981	"cg05046026"	0.0442595226338231	0.045003109499213	0.0435159357684331
"130"	"chr11"	61559992	"cg25628257"	0.0425367495716883	0.0431482603688744	0.0419252387745022
"131"	"chr11"	61560000	"cg26061001"	0.0417996190951214	0.0425347098036156	0.0410645283866271
"132"	"chr11"	61560092	"cg16150798"	0.032605140415545	0.0331405697247299	0.0320697111063601
"133"	"chr11"	61560123	"cg02005336"	0.0588864678867516	0.0604290350058948	0.0573439007676084
"134"	"chr11"	61560126	"cg22704775"	0.0505951175470236	0.0518216723522245	0.0493685627418226
"135"	"chr11"	61560157	"cg10248302"	0.0445499636067212	0.0453475031807006	0.0437524240327419
"136"	"chr11"	61560220	"cg18009798"	0.0627823026599098	0.0654546233915327	0.0601099819282868
"137"	"chr11"	61560294	"cg11730100"	0.033275307134073	0.0339739009127576	0.0325767133553883
"138"	"chr11"	61560355	"cg03114244"	0.0446676664064641	0.0454587514494263	0.0438765813635019
"139"	"chr11"	61560366	"cg07583651"	0.05310883936175	0.0539929851295243	0.0522246935939757
"140"	"chr11"	61560382	"cg16916522"	0.05747638148453	0.0586337485619325	0.0563190144071276
"141"	"chr11"	61560534	"cg08873353"	0.066925517176279	0.0684227732547029	0.065428261097855
"142"	"chr11"	61560799	"cg22662482"	0.041197704263567	0.0418730784790008	0.0405223300481332
"143"	"chr11"	61561023	"cg18799266"	0.0448007849437457	0.0456166550415703	0.0439849148459211
"144"	"chr11"	61561219	"cg03805684"	0.673993436693369	0.681297906454747	0.666688966931991
"145"	"chr11"	61563548	"cg08506138"	0.949484839278855	0.951933537087795	0.947036141469916
"146"	"chr11"	61564429	"cg19433902"	0.932770002999239	0.934975681940287	0.930564324058191
"147"	"chr11"	61568095	"cg16328381"	0.950741958538329	0.952297112417657	0.949186804659001
"148"	"chr11"	61580118	"cg25448062"	0.943376875758048	0.945127813207434	0.941625938308661
"149"	"chr11"	61580877	"cg11606466"	0.952685320288288	0.953572199353883	0.951798441222693
"150"	"chr11"	61582574	"cg07689907"	0.1277337726893	0.133228687329102	0.122238858049498
"151"	"chr11"	61582697	"cg25401284"	0.0345558854471939	0.0354468009822903	0.0336649699120975
"152"	"chr11"	61582763	"cg14725641"	0.0350023213934147	0.037113874796481	0.0328907679903485
"153"	"chr11"	61582769	"cg03735013"	0.0516052562196875	0.0524549725531117	0.0507555398862633
"154"	"chr11"	61582785	"cg25326896"	0.0430213239746232	0.0438128057879556	0.0422298421612907
"155"	"chr11"	61582795	"cg12517394"	0.0547008211382096	0.0556715945428186	0.0537300477336005
"156"	"chr11"	61582810	"cg09677638"	0.049767348903745	0.0507013372976632	0.0488333605098267
"157"	"chr11"	61582890	"cg15598662"	0.0432020633745893	0.0446189253660859	0.0417852013830927
"158"	"chr11"	61583134	"cg00786201"	0.0571272543484091	0.0583563562453857	0.0558981524514326
"159"	"chr11"	61583342	"cg24870774"	0.0353329065067321	0.0361605973000534	0.0345052157134108
"160"	"chr11"	61583560	"cg07152460"	0.129285181106072	0.131846832469237	0.126723529742908
"161"	"chr11"	61583571	"cg13475388"	0.0448194011524512	0.0455047254615206	0.0441340768433818
"162"	"chr11"	61583588	"cg13100764"	0.0420067488632996	0.0428544916923292	0.0411590060342699
"163"	"chr11"	61583796	"cg03921599"	0.0446965201312454	0.0458022925654281	0.0435907476970627
"164"	"chr11"	61583956	"cg23992449"	0.0307702316095316	0.0312688352179162	0.030271628001147
"165"	"chr11"	61584112	"cg27173322"	0.0348163001625386	0.0353923456888055	0.0342402546362717
"166"	"chr11"	61584319	"cg05168842"	0.115641046867785	0.117642283408373	0.113639810327198
"167"	"chr11"	61584442	"cg25837350"	0.218012079283156	0.224787206465974	0.211236952100338
"168"	"chr11"	61584616	"cg02085160"	0.0526009988921958	0.0534506447810936	0.051751353003298
"169"	"chr11"	61584654	"cg06405978"	0.0483724503222188	0.0493696471208185	0.0473752535236191
"170"	"chr11"	61584717	"cg06985934"	0.0353179395207248	0.0359370176106549	0.0346988614307947
"171"	"chr11"	61584721	"cg13121120"	0.045103465475191	0.0459384936854887	0.0442684372648933
"172"	"chr11"	61584727	"cg16213375"	0.0914243275183086	0.0935638000030083	0.0892848550336088
"173"	"chr11"	61584773	"cg09462826"	0.0835385010868469	0.0852791007262196	0.0817979014474741
"174"	"chr11"	61585899	"cg10515671"	0.939184720149462	0.94127516543517	0.937094274863753
"175"	"chr11"	61586015	"cg07709195"	0.869366140659186	0.873398557718646	0.865333723599725
"176"	"chr11"	61587980	"cg27386326"	0.86156884347645	0.869542517304576	0.853595169648325
"177"	"chr11"	61594965	"cg21709803"	0.114144400266966	0.119964712500113	0.108324088033819
"178"	"chr11"	61594997	"cg06781209"	0.114193931506775	0.121192059908519	0.107195803105031
"179"	"chr11"	61595485	"cg23760165"	0.052306767853754	0.0533282903769646	0.0512852453305434
"180"	"chr11"	61595494	"cg05698098"	0.11722076469815	0.120204192543356	0.114237336852943
"181"	"chr11"	61595550	"cg02563962"	0.0648411891481277	0.0660778323331215	0.0636045459631339
"182"	"chr11"	61595807	"cg25303599"	0.0538113900725362	0.0548445152850426	0.0527782648600298
"183"	"chr11"	61595956	"cg07005513"	0.0557253463506551	0.0569978800002149	0.0544528127010952
"184"	"chr11"	61596068	"cg16576620"	0.0397538148075112	0.0403357475160031	0.0391718820990193
"185"	"chr11"	61596307	"cg10868875"	0.0520961739627873	0.0532571198346447	0.0509352280909298
"186"	"chr11"	61596333	"cg19610905"	0.0497725605180592	0.0511322381828646	0.0484128828532539
"187"	"chr11"	61596405	"cg00614641"	0.0825192036555616	0.0851474485093513	0.0798909588017718
"188"	"chr11"	61596626	"cg00603274"	0.0839028272970659	0.0875031449031002	0.0803025096910315
"189"	"chr11"	61596755	"cg14911132"	0.137909127449402	0.142314083193857	0.133504171704948
"190"	"chr11"	61598025	"cg01400685"	0.852800319992802	0.860167998884342	0.845432641101263
"191"	"chr11"	61598330	"cg25324164"	0.269888726484599	0.279434335240669	0.260343117728528
"192"	"chr11"	61598930	"cg07999042"	0.951369319134324	0.952756517407063	0.949982120861585
"193"	"chr11"	61601937	"cg11250194"	0.536099600876145	0.544287141744702	0.527912060007588
"194"	"chr11"	61633557	"cg07591205"	0.941285946300395	0.94312315499131	0.93944873760948
"195"	"chr11"	61638900	"cg11880646"	0.145727840713224	0.148253077022156	0.143202604404291
"196"	"chr11"	61641270	"cg06860612"	0.800490042039322	0.804462866898999	0.796517217179644
"197"	"chr11"	61648132	"cg05579731"	0.910297219461848	0.913391183591923	0.907203255331773
"198"	"chr11"	61656094	"cg01500311"	0.911737471665988	0.917095461993434	0.906379481338541
"199"	"chr11"	61658150	"cg03046346"	0.0647783641686759	0.0661187091890764	0.0634380191482755
"200"	"chr11"	61658590	"cg18495298"	0.0279502153023769	0.0284283112731238	0.02747211933163
"201"	"chr11"	61658800	"cg22837486"	0.080385143438675	0.0970672222106949	0.0637030646666551
"202"	"chr11"	61659072	"cg18163699"	0.0870891863695963	0.0888660941672299	0.0853122785719628
"203"	"chr11"	61659090	"cg17517598"	0.0578748146341629	0.0588450341569003	0.0569045951114255
"204"	"chr11"	61659326	"cg07747515"	0.034587751594075	0.0352769240583795	0.0338985791297706
"205"	"chr11"	61659450	"cg05630745"	0.0766104634360319	0.0782315847636054	0.0749893421084583
"206"	"chr11"	61659465	"cg20691408"	0.128087123490828	0.131412005204308	0.124762241777347
"207"	"chr11"	61659518	"cg23378144"	0.089994082527908	0.0918829540906955	0.0881052109651204
"208"	"chr11"	61662947	"cg24718970"	0.9054269093369	0.924380179848796	0.886473638825005
"209"	"chr11"	61665465	"cg09729866"	0.584092242969875	0.591416065209509	0.57676842073024
"210"	"chr11"	61666595	"cg27278729"	0.309497500971198	0.314830062008579	0.304164939933818
"211"	"chr11"	61672207	"cg26786045"	0.584651504739045	0.597480369495679	0.571822639982412
"212"	"chr11"	61681474	"cg26470937"	0.894871263174788	0.900412321876483	0.889330204473093
"213"	"chr11"	61684526	"cg19141913"	0.205545345699271	0.210098535993437	0.200992155405104
"214"	"chr11"	61684592	"cg15589156"	0.0478964400180283	0.0486598509651718	0.0471330290708849
"215"	"chr11"	61684937	"cg21951478"	0.0741138056352645	0.0771025950219429	0.071125016248586
"216"	"chr11"	61685186	"cg09370599"	0.041912915416271	0.0428253523667088	0.0410004784658333
"217"	"chr11"	61685257	"cg17351085"	0.407259786406388	0.414091732930726	0.400427839882049
"218"	"chr11"	61685499	"cg22017309"	0.228616175407803	0.235274236579826	0.221958114235781
"219"	"chr11"	61685748	"cg18573251"	0.896232264725808	0.900073698509988	0.892390830941628
"220"	"chr11"	61687582	"cg14796230"	0.940789719412784	0.942720900219376	0.938858538606191
"221"	"chr11"	61687936	"cg19043798"	0.792449102786433	0.798094203530057	0.786804002042809
"222"	"chr11"	61687964	"cg01638529"	0.896938022644141	0.900809344815575	0.893066700472706
"223"	"chr11"	61689144	"cg12255774"	0.807502755442089	0.812781148564362	0.802224362319817
"224"	"chr11"	61690927	"cg01505878"	0.548372984223392	0.561912201416061	0.534833767030723
"225"	"chr11"	61716821	"cg16084190"	0.883903313843731	0.887816241687259	0.879990386000204
"226"	"chr11"	61716830	"cg09317928"	0.950006532245473	0.951512321154679	0.948500743336266
"227"	"chr11"	61717005	"cg06068935"	0.349028327304953	0.358461360067877	0.339595294542029
"228"	"chr11"	61717191	"cg23584647"	0.682838314523501	0.689984952221423	0.675691676825579
"229"	"chr11"	61717225	"cg15456821"	0.727103170419707	0.732195396687988	0.722010944151427
"230"	"chr11"	61717334	"cg15110101"	0.745332760249012	0.757273031762536	0.733392488735487
"231"	"chr11"	61717684	"cg05481452"	0.699401370720078	0.706699054323815	0.69210368711634
"232"	"chr11"	61717766	"cg11562596"	0.942999297198709	0.944611438799284	0.941387155598134
"233"	"chr11"	61717780	"cg20584555"	0.896955738846022	0.899813863133075	0.89409761455897
"234"	"chr11"	61718972	"cg06573573"	0.959463664505106	0.960878370799993	0.958048958210219
"235"	"chr11"	61722666	"cg00367135"	0.10405441283803	0.109229818433441	0.0988790072426185
"236"	"chr11"	61722937	"cg07800325"	0.0623057340967208	0.0641969041327574	0.0604145640606841
"237"	"chr11"	61723124	"cg20119487"	0.136354233862808	0.139802712794651	0.132905754930964
"238"	"chr11"	61723377	"cg24944820"	0.238163059931447	0.247068701751503	0.229257418111392
"239"	"chr11"	61724438	"cg09847652"	0.942973433829249	0.944837357866203	0.941109509792296
"240"	"chr11"	61725666	"cg02190383"	0.860240660742377	0.863563414684838	0.856917906799917
"241"	"chr11"	61728829	"cg10497894"	0.944645164832253	0.946208836710615	0.94308149295389
"242"	"chr11"	61730880	"cg21988813"	0.321997405743197	0.331588183161917	0.312406628324478
"243"	"chr11"	61731930	"cg22892043"	0.893955911016909	0.897542574443328	0.89036924759049
"244"	"chr11"	61732658	"cg02315732"	0.614438611324329	0.62545617722495	0.603421045423707
"245"	"chr11"	61733046	"cg01209023"	0.321590074405931	0.329654437985051	0.313525710826811
"246"	"chr11"	61733475	"cg24803614"	0.58158238422167	0.5937832601664	0.56938150827694
"247"	"chr11"	61733997	"cg09367425"	0.307768509723548	0.315183120802853	0.300353898644244
"248"	"chr11"	61734205	"cg21421501"	0.0652675118971361	0.0669558063092292	0.0635792174850431
"249"	"chr11"	61734748	"cg07416580"	0.0470558788477988	0.047815755789545	0.0462960019060526
"250"	"chr11"	61734830	"cg11748881"	0.51982029481557	0.527957832220606	0.511682757410534
"251"	"chr11"	61735136	"cg22958459"	0.0344774492176705	0.0350784237696667	0.0338764746656742
"252"	"chr11"	61735138	"cg01370129"	0.0418344642672857	0.0425724904990374	0.0410964380355341
"253"	"chr11"	61735144	"cg04230589"	0.0551897386702403	0.0561720939626358	0.0542073833778447
"254"	"chr11"	61735309	"cg26954499"	0.0586036416647264	0.059637767166052	0.0575695161634009
"255"	"chr11"	61735315	"cg18570751"	0.0395278864845897	0.0401423117350926	0.0389134612340868
"256"	"chr11"	61735327	"cg07441964"	0.0344167245946659	0.0350572362099592	0.0337762129793725
"257"	"chr11"	61735476	"cg19407570"	0.0391043766652765	0.0397809447048296	0.0384278086257233
"258"	"chr11"	61735480	"cg15612424"	0.044592297697304	0.0456017214481979	0.04358287394641
"259"	"chr11"	61735531	"cg23813867"	0.0582459027635833	0.0594743946787325	0.0570174108484341
"260"	"chr11"	61735789	"cg25270670"	0.0490234115233558	0.0502702417084453	0.0477765813382663
"261"	"chr11"	61735917	"cg24898753"	0.15545652924758	0.160211467340629	0.150701591154532
"262"	"chr11"	61735970	"cg24496614"	0.182916352664454	0.18844331604146	0.177389389287448
"263"	"chr11"	61739400	"cg19446990"	0.354005905817223	0.364394609463598	0.343617202170848
"264"	"chr11"	61740158	"cg16177481"	0.203883922296599	0.21183573885345	0.195932105739747
"265"	"chr11"	61772344	"cg05567440"	0.908353767748033	0.911651837262582	0.905055698233483
"266"	"chr11"	61781116	"cg05792312"	0.781246915649532	0.818171376391751	0.744322454907313
"267"	"chr11"	61793285	"cg21565960"	0.190776779469088	0.199351887875298	0.182201671062878
